qty,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,diff_comp_1,ratio_comp_1,diff_comp_2,ratio_comp_2,diff_comp_3,ratio_comp_3,total_cost,product_category_name_computers_accessories,product_category_name_consoles_games,product_category_name_cool_stuff,product_category_name_furniture_decor,product_category_name_garden_tools,product_category_name_health_beauty,product_category_name_perfumery,product_category_name_watches_gifts
29,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,0.0,1.0,-70.0,0.22213579286587398,-39.266666670000006,0.33734600886891225,31.125172409999998,False,False,False,False,False,True,False,False
28,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,0.0,1.0,-66.59259259,0.2600000823424825,-35.59259259,0.396633453297169,37.67419312,False,False,False,False,False,True,False,False
24,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,40.11,False,False,False,False,False,True,False,False
27,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,12.0,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,37.12666667,False,False,False,False,False,True,False,False
28,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,36.36535714,False,False,False,False,False,True,False,False
19,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,36.44684211,False,False,False,False,False,True,False,False
19,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,35.27736842,False,False,False,False,False,True,False,False
14,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,0.0,1.0,-66.0,0.26658517613068117,-35.0,0.40667909815222913,36.54,False,False,False,False,False,True,False,False
8,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,3,2018,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99,0.0,1.0,-59.75,0.28648196799617864,-35.0,0.40667909815222913,38.18875,False,False,False,False,False,True,False,False
7,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,5,2018,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94,0.0,1.0,-56.0,0.29991248906113266,-35.0,0.40667909815222913,31.978571429,False,False,False,False,False,True,False,False
